voltage,current
-19.9876521583611,-2.00501385129075E-5
-19.2679493885491,-9.24297165488548E-6
-18.4682796443136,-9.24297165488548E-6
-17.668609900078,-9.24297165488548E-6
-16.8689401558425,-9.24297165488548E-6
-16.069270411607,-9.24297165488548E-6
-15.2696006673714,-9.24297165488548E-6
-14.4699309231359,-9.24297165488548E-6
-13.6702611789004,-9.24297165488548E-6
-12.8705914346649,-9.24297165488548E-6
-12.0709216904293,-9.24297165488548E-6
-11.2712519461938,-9.24297165488548E-6
-10.4715822019583,-9.24297165488548E-6
-9.67191245772273,-9.24297165488548E-6
-8.8722427134872,-9.24297165488548E-6
-8.07257296925167,-9.24297165488548E-6
-7.27290322501614,-9.24297165488548E-6
-6.47323348078061,-9.24297165488548E-6
-5.67356373654508,-9.24297165488548E-6
-4.87389399230954,-9.24297165488548E-6
-4.07422424807401,1.56419520313568E-6
-3.27455450383848,1.56419520313568E-6
-2.47488475960295,1.56419520313568E-6
-1.67521501536742,1.23713620611568E-5
-0.875545271131898,4.4792862635222E-5
-0.0758755268963682,7.72143632092881E-5
0.723794217339162,8.80215300673084E-5
1.5234639615747,8.80215300673084E-5
2.24316673138667,1.09635863783352E-4
2.56303462908089,1.96093198647525E-4
2.72296857792799,2.82550533511698E-4
3.36270437331642,3.14972034085762E-4
3.68257227101063,3.90622202091915E-4
3.92247319428129,4.77079536956087E-4
4.08240714312839,5.5272970496224E-4
4.32230806639905,6.2837987296839E-4
4.64217596409326,7.14837207832564E-4
5.04201083621103,8.44523210128823E-4
5.12197781063458,7.68873042122673E-4
5.44184570832879,8.44523210128823E-4
5.6017796571759,9.09366211276954E-4
6.00161452929366,9.85016379283104E-4
6.08158150371722,8.8775187756091E-4
6.32148242698788,0.00106066654728926
6.9612182223763,0.0010822808810053
7.28108612007051,0.00115793104901145
7.68092099218828,0.0012335812170176
8.08075586430604,0.00129842421816573
8.56055771084736,0.00137407438617188
8.96039258296513,0.00144972455417803
9.28026048065934,0.00153618188904221
9.76006232720066,0.00160102489019034
10.4797650970126,0.0016334463907644
10.7996329947068,0.00170909655877055
11.2794348412482,0.00180636106049275
11.839203662213,0.00184958972792484
12.1590715599073,0.00192523989593099
12.7188403808721,0.00199008289707912
12.8787743297192,0.00208734739880131
13.3585761762605,0.0021305760662334
13.8383780228019,0.00218461190052351
14.3181798693432,0.00224945490167164
14.6380477670374,0.00232510506967779
15.0378826391552,0.00238994807082592
15.59765146012,0.002433176738258
15.9175193578142,0.00250882690626415
16.3973212043556,0.00256286274055426
16.9570900253204,0.00260609140798635
17.3569248974382,0.00269254874285052
17.756759769556,0.00275739174399865
18.2365616160973,0.00280062041143074
18.5564295137915,0.00286546341257887
18.9562643859093,0.002930306413727
19.5960001812977,0.00297353508115909
19.8359011045683,0.00304918524916524
20.3157029511097,0.00310322108345534
20.795504797651,0.0031788712514615
21.1953396697687,0.00324371425260963
21.6751415163101,0.00330855725375776
22.3148773116985,0.00334097875433182
23.114547055934,0.00345985758977006
23.6743158768989,0.00350308625720215
24.1541177234402,0.00356792925835028
24.4739856211344,0.00364357942635643
25.0337544420993,0.00367600092693049
25.5935232630642,0.0037300367612206
25.9933581351819,0.00380568692922675
26.2332590584526,0.00390295143094895
26.872994853841,0.00395698726523905
27.1128957771117,0.00404344460010323
27.7526315725001,0.00410828760125136
28.2324334190414,0.00416232343554146
28.6322682911592,0.00421635926983157
29.192037112124,0.00425958793726366
29.5918719842418,0.00432443093841179
29.9917068563596,0.00438927393955992
30.7114096261716,0.00445411694070805
31.35114542156,0.00448653844128211
31.5910463448306,0.00456218860928827
32.070848191372,0.00461622444357837
32.4706830634897,0.0046810674447265
32.8705179356075,0.00473510327901661
33.3503197821488,0.00478913911330672
33.9900555775372,0.00483236778073881
34.6297913729257,0.00485398211445485
34.9496592706199,0.00494043944931902
35.5094280915847,0.00497286094989309
35.9892299381261,0.00503770395104122
36.5489987590909,0.00511335411904737
36.7888996823616,0.00521061862076956
37.2687015289029,0.00526465445505967
37.9084373242913,0.00529707595563374
38.2283052219855,0.00536191895678187
38.6281400941033,0.00541595479107198
39.1879089150682,0.00544837629164604
39.6677107616095,0.00549160495907813
39.9076116848802,0.00556725512708428
